l1_identifier,l1_label,l2_identifier,l2_label,l2_example,l3_identifier,l3_label,l3_definition,l3_example,l4_identifier,l4_label,l4_definition,l4_example,l5_identifier,l5_label,l5_definition,l5_example
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.24,Percorso riservato ai quadrupedi da soma o da sella,Indica un percorso riservato ai quadrupedi da soma o da sella. Proibisce il transito dei veicoli anche se a trazione animale..,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_percorso_riservato_ai_quadrupedi.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.25,Fine percorso riservato ai quadrupedi da soma o da sella,Indica la fine di un percorso riservato ai quadrupedi da soma o da sella.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_percorso_riservato_ai_quadrupedi.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.26,Corsia riservata agli autobus,"Indica una corsia percorribile unicamente da autobus. Non previsto dal Codice della strada italiano, ma usato soprattutto in città ed anche, contemplato nel Codice della strada, nei segnali di uso delle corsie.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_corsia_riservata_agli_autobus.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.27,Riservato alle autovetture,Indica un percorso riservato alla circolazione degli autoveicoli. Non più previsto dal Codice della strada del 1992 e sostituito dal segnale di indicazione: strada riservata ai veicoli a motore.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_old_-_riservato_alle_autovetture.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.28,Motopista,Indica un percorso riservato alla circolazione dei motocicli. Non più previsto dal Codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_motopista_(1959).svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.1,Dogana,"Segnala un varco doganale al quale è obbligatorio fermarsi. Nello stesso segnale, al di sotto della barra orizzontale, può essere riportata la parola «dogana» nella lingua dello Stato confinante, normalmente si trova al confine di uno Stato extra europeo. Alle frontiere con i Paesi aderenti all'Unione europea il segnale va sostituito. Dal 1992 sostituisce il segnale d'obbligo alt-dogana.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_dogana.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.2,Confine di Stato con Paese UE,"Indica il confine di Stato, con la Francia (Unione Europea). Non obbliga a fermarsi per un controllo doganale. Può essere integrato con un cartello di preavviso.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_confine_francia.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.3,Confine di Stato con Paese UE,"Indica il confine di Stato, con l'Austria (Unione Europea). Non obbliga a fermarsi per un controllo doganale. Può essere integrato con un cartello di preavviso.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_confine_austria.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.4,Confine di Stato con Paese UE,"Indica il confine di Stato, con la Slovenia (Unione Europea). Non obbliga a fermarsi per un controllo doganale. Può essere integrato con un cartello di preavviso.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_confine_slovenia.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.5,Posto di blocco,"Il segnale deve essere posto per segnalare un posto di blocco stradale istituito da organi di polizia al quale è obbligatorio fermarsi. Il segnale è di impiego mobile, deve essere posto a distanza opportuna dal posto di blocco e deve essere visibile con sicurezza e in tempo utile affinché il conducente possa adeguare la sua condotta, tenuto conto delle condizioni plano-altimetriche della strada e della velocità predominante dei veicoli nel tratto che precede il posto di blocco. Il segnale deve essere ripetuto all'altezza del punto di arresto. Entrambi i segnali devono essere posti in modo da non costituire pericolo o pregiudizio per la sicurezza stradale. È consentito ripetere il segnale nella lingua dello stato confinante quando il posto di blocco è in prossimità delle zone di confine; in presenza di questo segnale è obbligatorio fermare la marcia del veicolo che si sta conducendo. Dal 1992 sostituisce il segnale d'obbligo alt-polizia.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_posto_di_blocco.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.2,Segnale di obbligo specifico,,,V.2.3.2.6,Stazione di pedaggio,Il segnale è posto sulle autostrade ed in corrispondenza degli accessi controllati per segnalare una stazione dove è obbligatorio fermarsi per le operazioni di pedaggio. È consentito ripetere il segnale nella lingua dello stato confinante quando la stazione di pedaggio è in prossimità del confine.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_stazione.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.1,Preavviso di intersezione urbana,Indica l'avvicinarsi di un bivio su strada urbana e ne indica le direzioni.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_intersezione.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.2,Preavviso di zona a traffico limitato,Indica l'avvicinarsi di un'intersezione in cui una direzione porta ad una zona a traffico limitato. Il simbolo della zona a traffico limitato può essere integrato da pannelli indicanti limitazioni a particolari categorie di veicoli o fasce orarie.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_ZTL_destra.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.3,Preavviso di intersezione urbana a rotatoria,Indica l'avvicinarsi di una rotatoria su strada urbana e ne indica le possibili direzioni sui vari rami d'uscita.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_rotatoria.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.4,Preavviso di intersezione extraurbana,Indica l'avvicinarsi di un bivio su strada extraurbana e ne indica le direzioni. Dal 1992 sostituisce il segnale d'indicazione preavviso di bivio.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_intersezione_extraurbana.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.5,Preavviso di incrocio con canalizzazione extraurbano,Indica la struttura di un bivio con obbligo di canalizzazione su strada extraurbana.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_incrocio_extraurbano.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.6,Preavviso di intersezione per diramazione autostradale,Indica l'avvicinarsi di un bivio su un'autostrada e ne indica le direzioni.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_diramazione_autostradale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.1,Segnale di preavviso e direzione,,,V.3.1.7,Preavviso di incrocio autostradale a ponte,Indica la struttura di un bivio autostradale con i segnali installati su struttura soprastante la carreggiata.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_intersezione_a_ponte.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.1,Autostrada,Identifica un'autostrada,https://it.wikipedia.org/wiki/File:Autostrada_A4_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.2,Raccordo autostradale,Identifica un raccordo autostradale. Non previsto dal Codice della strada ma usato.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_raccordo_autostradale_10.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.3,Traforo internazionale,Identifica un traforo internazionale,https://it.wikipedia.org/wiki/File:Traforo_T4_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.4,Strada statale,Identifica una strada statale.,https://it.wikipedia.org/wiki/File:Strada_Statale_10_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.5,Nuova strada ANAS,Identifica una nuova strada ANAS. Non previsto dal Codice della strada ma usato.,https://it.wikipedia.org/wiki/File:Nuova_Strada_Statale_2_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.6,Strada regionale,Identifica una strada regionale.,https://it.wikipedia.org/wiki/File:Strada_Regionale_11_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.7,Strada provinciale,Identifica una strada provinciale.,https://it.wikipedia.org/wiki/File:Strada_Provinciale_7_Italia.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.8,Strada comunale extraurbana,Identifica una strada comunale extraurbana.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_comunale_2.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.1,Segnale di identificazione strade,,,V.3.2.1.9,Strada europea,Identifica una strada europea.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_europea_21.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.1,Progressiva chilometrica,"Indica la progressiva chilometrica su strada statale, regionale, provinciale o comunale extraurbana. Il segnale è accompagnato dal segnale di identificazione strade della strada a cui si riferisce.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_progressiva_chilometrica.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.2,Progressiva ettometrica,Indica la progressiva ettometrica e chilometrica. Gli ettometri sono indicati in cifra romana nella parte superiore del segnale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_progressiva_ettometrica.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.3,Progressiva distanziometrica su autostrade,"Indica la progressiva chilometrica ed il nome della prossima stazione e della relativa distanza. Viene collocato sulle autostrade alle progressive terminanti con i numeri 1, 3, 4, 6, 7 e 9.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_progressiva_chilometrica_autostradale.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.4,Progressiva distanziometrica con indicazione prossima area di servizio su autostrade,"Indica la progressiva chilometrica con l'aggiunta dell'indicazione delle aree di servizio o di parcheggio più prossime e le relative distanze. Viene collocato sulle autostrade alle progressive terminanti con i numeri 2, 5 e 8.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_progressiva_km_autostradale.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.5,Progressiva chilometrica integrata con segnale di conferma,È composto da un segnale di progressiva chilometrica e da un segnale di conferma e viene collocato su strade extraurbane.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_p…ogressiva_chilometrica_integrata_con_segnale_di_conferma.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.2,Segnale di identificazione strade e progressive distanziometriche,,,V.3.2.2,Segnale di progressive distanziometriche,,,V.3.2.2.6,Numerazione cavalcavia,"Segnala il numero progressivo del cavalcavia che attraversa la strada su cui è posto. Nella prima riga viene indicato il simbolo della strada. Non previsto dal Codice della strada ma dalla direttiva 1156 (28 febbraio 1997) del Ministero dei Lavori Pubblici in un tentativo di scongiurare il fenomeno del lancio di oggetti (sassi, mattoni ecc.) dai cavalcavia stradali. Un caso particolare è rappresentato dal segnale dell'autostrada Catania-Siracusa, dove al posto della sigla e del numero identificativo della strada viene utilizzata la denominazione: .",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_numerazione_cavalcavia_autostrada.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.3,Segnale di itinerario ,"Indica le località raggiungibili tramite l'uscita indicata. Va posto prima di ogni uscita per segnalare le località secondarie o lontane e i punti di interesse pubblico, turistico o geografico raggiungibili attraverso la viabilità ordinaria dall'uscita stessa e non deve contenere più di cinque righe di iscrizioni. Le iscrizioni relative a località urbane, turistiche o geografiche devono essere inserite all'interno di inserti aventi il colore specifico.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnale_di_itinerario.svg,,,,,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.1,Inizio centro abitato,Indica l'inizio di un centro abitato. Sottintende il limite di velocità massimo pari a 50 km/h e il divieto di segnalazioni acustiche. Eventuali segnali di obbligo o di divieto posti in corrispondenza di questo segnale estendono la loro validità per l'interno centro abitato.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_centro_abitato.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.2,Inizio centro abitato con sperimentazione della micromobilità elettrica,"Indica l'inizio di un centro abitato nel quale è in vigore la sperimentazione della micromobilità elettrica. Il pannello, definito nell'allegato 3 della G.U. Serie Generale n. 162 del 12-07-2019 deve essere posizionato sotto il segnale di inizio centro abitato ed integrato da ulteriore pannello con la scritta ""segnaletica sperimentale"".",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnale_sperimentale_micromobilita_elettrica.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.3,Inizio località,"Indica l'inizio di un centro abitato minore, es. una frazione od un luogo remoto del concentrico comunale. Sottintende il limite di velocità massimo pari a 50 km/h e il divieto di segnalazioni acustiche. Eventuali segnali di obbligo o di divieto posti in corrispondenza di questo segnale estendono la loro validità per l'interno centro abitato.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_localit%C3%A0.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.4,Fine centro abitato,"Indica la fine di un centro abitato e può essere accompagnato dal segnale di conferma riportante la distanza dalle località indicate. Decreta la fine delle prescrizioni zonali instaurate dal segnale di inizio centro abitato/inizio località, ma non di eventuali prescrizioni locali.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_centro_abitato.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.5,Inizio e fine provincia,Indica l'inizio di una provincia e la fine di un'altra provincia in viabilità ordinaria.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_provincia.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.6,Inizio e fine provincia,Indica l'inizio di una provincia e la fine di un'altra provincia in viabilità autostradale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_provincia_autostradale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.7,Inizio e fine regione,Indica l'inizio di una regione e la fine di un'altra regione in viabilità ordinaria.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_regione.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.4,Segnale di località e localizzazione,,,V.3.4.8,Inizio e fine regione,Indica l'inizio di una regione e la fine di un'altra regione in viabilità autostradale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_regione_autostrade.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.5,Segnale di conferma e di localizzazione di punti di pubblico interesse,,,V.3.5.1,Direzione per autostrada,Indica la direzione da seguire per imboccare l'autostrada indicata.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_autostrada.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.5,Segnale di conferma e di localizzazione di punti di pubblico interesse,,,V.3.5.2,Segnale di conferma,Indica le prossime località raggiungibili e la distanza da esse.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_conferma_autostradale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.5,Segnale di conferma e di localizzazione di punti di pubblico interesse,,,V.3.5.3,Direzione per localizzazione,"Indica la direzione da seguire per raggiungere l'oggetto indicato nel segnale (in questo caso, polizia municipale).",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_localizzazione_polizia_municipale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.6,Segnale di nome strada,,,V.3.6.1,Nome strada,"Indica il nome di strade, vie, piazze, viali e di qualsiasi altra tipologia viaria e deve essere collocato nei centri abitati su entrambi i lati di tutte le strade in corrispondenza delle intersezioni.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_nome_strada.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.6,Segnale di nome strada,,,V.3.6.2,Nome strada con senso unico,"Indica il nome di strade, vie, piazze, viali e di qualsiasi altra tipologia viaria nelle strade a senso unico. Deve essere installato su entrambi i lati della carreggiata ed i due segnali devono essere di uguali dimensioni.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_nome_strada_con_senso_unico.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.1,Inizio territorio comunale,Indica l'inizio del territorio comunale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_territorio_comunale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.2,Fiume,"Indica il fiume, con relativo nome, che si incontra.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fiume.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.3,Segnali di territorio,"Sono posti in posizione autonoma e singola, come segnali di direzione isolati, o come segnali di localizzazione, ma in tal caso non devono interferire con l'avvistamento e la visibilità dei segnali di pericolo, di prescrizione e di indicazione. Se impiegati, devono essere installati unicamente sulle strade che conducono direttamente al luogo segnalato e, salvo casi di impossibilità, a non oltre 10 km di distanza dal luogo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnali_di_territorio.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.4,Segnali turistici,"Sono posti in posizione autonoma e singola, come segnali di direzione isolati, o come segnali di localizzazione, ma in tal caso non devono interferire con l'avvistamento e la visibilità dei segnali di pericolo, di prescrizione e di indicazione. Se impiegati, devono essere installati unicamente sulle strade che conducono direttamente al luogo segnalato e, salvo casi di impossibilità, a non oltre 10 km di distanza dal luogo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnali_turistici.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.5,Avvio alla zona industriale,"Nessuna indicazione di attività singola può essere inserita sui preavvisi di intersezione, sui segnali di preselezione, sui segnali di direzione, su quelli di conferma. Può essere invece installato nelle intersezioni e combinato, ove necessario col ""gruppo segnaletico unitario"" ivi esistente, il segnale di direzione con l'indicazione di ""zona industriale, zona artigianale, zona commerciale"".",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_avvio_zona_industriale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.6,Direzione per le industrie,"Nei centri abitati, ove la zona o le zone industriali, artigianali o commerciali sono ben localizzate, si deve fare uso di segnali indicanti collettivamente la zona; tutte le attività e gli insediamenti particolari saranno indicati successivamente sulle intersezioni locali a valle degli itinerari principali di avvio alla ""zona industriale"" o ""zona artigianale"" o ""zona commerciale"" in genere.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_per_le_industrie.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.7,Preavviso informazioni turistico alberghiere,Preavvisa un punto o di un ufficio di informazioni turistico-alberghiere.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_informazioni_turistico_alberghiere.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.8,Informazioni alberghiere,"Informa sul numero, categoria ed eventuale denominazione degli alberghi.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_informazioni_alberghere.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.9,Preavviso alberghiero,Informa sulla prossima direzione da intraprendere e sulla denominazione degli alberghi.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_alberghero.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.7,Segnale turistico e di territorio,,,V.3.7.10,Direzione alberghiera,Informa sulla direzione da intraprendere e sulla denominazione degli alberghi.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_alberghiera.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.1,Ospedale,"Indica la presenza di una struttura ospedaliera, una clinica o una casa di cura nelle vicinanze ed invita ad evitare i rumori.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_ospedale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.2,Attraversamento pedonale,Indica un attraversamento pedonale non regolato da semaforo e non in corrispondenza di un incrocio stradale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_attraversamento_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.3,Scuolabus,Indica la fermata di uno scuolabus. Può anche essere applicato all'esterno di un autobus per indicare che il veicolo trasporta scolari. Dal 1992 sostituisce il segnale fermata scuolabus.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_scuolabus.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.4,SOS,Indica la presenza di dispositivi di chiamata stradale per assistenza o soccorso. È installato a doppia faccia ortogonale all'asse stradale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_SOS.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.5,Sottopassaggio pedonale,Indica la presenza di un sottopassaggio per pedoni. È installato a doppia faccia all'inizio della rampa.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_sottopassaggio_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.6,Sovrappassaggio pedonale,Indica la presenza di un sovrappassaggio per pedoni. È installato a doppia faccia all'inizio della rampa.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_sovrappassaggio_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.7,Rampa pedonale inclinata,Indica la presenza di una rampa per pedoni. È installato a doppia faccia all'inizio della rampa.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_rampa_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.8,Strada senza uscita,Indica una strada senza uscita per tutti i veicoli.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_senza_uscita.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.9,Preavviso di strada senza uscita,Preavvisa una strada senza uscita per tutti i veicoli. Il simbolo costituito dalla sola barra rossa può essere applicato ed integrato anche nei preavvisi di intersezione o di preselezione.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_di_strada_senza_uscita_DX.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.10,Velocità consigliata,Indica il limite massimo di velocità che si consiglia di mantenere in condizioni ottimali di traffico e strada. Sulle autostrade è a fondo verde e non indica il limite massimo di velocità.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_velocit%C3%A0_consigliata_60.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.11,Fine velocità consigliata,Indica la fine del tratto in cui si consiglia di mantenere il limite di velocità indicato. Sulle autostrade è a fondo verde.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_velocit%C3%A0_consigliata_60.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.12,Strada riservata ai veicoli a motore,"Indica l'inizio di una strada, diversa dall'autostrada, riservata alla circolazione dei veicoli a motore. Il segnale deve essere posto a tutti gli ingressi di tale strada e sostituisce i segnali di divieto riferiti ai veicoli senza motore. È da utilizzare sulle strade nelle quali si devono osservare le stesse norme che regolano la circolazione sulle autostrade. Sostituisce i segnali di divieto riferiti ai veicoli senza motore. Dal 1992 sostituisce i segnali d'obbligo riservato alle autovetture e motopista.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_riservata_ai_veicoli_a_motore.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.13,Fine strada riservata ai veicoli a motore,Indica la fine di una strada riservata ai soli veicoli a motore.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_strada_riservata_ai_veicoli_a_motore.svg,,,,
